Floor_Area,Floor_Number,ofPeople_service,ofPeople_living,ofPeople_bedroom,total_window_area,Cooling,Heating,Lighting
52.24,5.00,0.15,0.15,0.07,16.04,66.78,71.62,7.03
96.92,6.00,0.13,0.13,0.07,9.72,53.97,59.90,7.00
64.16,4.00,0.04,0.04,0.02,12.38,16.08,23.87,8.46
59.74,4.00,0.03,0.03,0.02,13.26,21.10,28.12,9.14
43.02,2.00,0.07,0.07,0.03,14.21,26.11,43.45,9.53
89.13,1.00,0.17,0.17,0.09,10.11,16.32,28.06,10.12
59.20,6.00,0.07,0.07,0.07,13.65,26.55,35.97,8.66
51.37,3.00,0.04,0.04,0.02,16.72,42.67,45.51,7.28
74.95,2.00,0.35,0.35,0.17,10.01,41.06,31.07,11.26
59.74,3.00,0.07,0.07,0.07,11.36,60.23,56.50,5.83
103.41,4.00,0.12,0.12,0.12,11.04,15.03,29.41,9.35
95.06,6.00,0.04,0.04,0.02,12.50,52.72,45.97,7.06
56.01,4.00,0.05,0.05,0.05,9.97,28.03,24.57,6.10
108.77,3.00,0.11,0.11,0.11,16.04,28.17,52.64,8.18
93.75,6.00,0.15,0.15,0.15,13.44,62.57,63.74,5.80
81.51,5.00,0.08,0.08,0.04,8.74,47.26,50.29,10.68
98.84,4.00,0.04,0.04,0.04,10.11,24.42,31.55,6.44
75.93,3.00,0.04,0.04,0.02,13.96,44.19,32.35,11.66
92.99,3.00,0.05,0.05,0.05,9.49,17.96,33.14,8.86
55.01,4.00,0.08,0.08,0.04,14.96,18.08,24.34,7.33
150.28,1.00,0.03,0.03,0.01,15.35,27.88,19.19,7.43
128.51,2.00,0.04,0.04,0.02,12.51,14.83,26.14,7.52
54.31,3.00,0.33,0.33,0.16,9.59,24.53,35.21,9.96
73.97,2.00,0.05,0.05,0.03,15.06,21.78,39.23,6.93
110.90,3.00,0.12,0.12,0.06,9.84,38.21,36.25,7.30
48.49,5.00,0.39,0.39,0.19,13.66,94.70,97.17,6.78
52.43,5.00,0.11,0.11,0.11,15.75,31.07,38.47,5.87
69.71,4.00,0.34,0.34,0.17,9.63,37.30,36.86,7.06
63.62,5.00,0.22,0.22,0.11,11.57,49.80,39.97,7.15
67.17,5.00,0.10,0.10,0.10,16.71,26.72,29.36,8.97
54.14,1.00,0.18,0.18,0.09,16.36,25.97,46.56,10.30
67.29,4.00,0.22,0.22,0.11,9.04,31.76,36.35,7.64
128.51,5.00,0.25,0.25,0.12,17.27,56.40,47.34,7.27
87.85,5.00,0.07,0.07,0.03,9.64,38.47,40.55,7.30
124.84,5.00,0.06,0.06,0.03,9.62,24.72,38.21,7.23
105.61,2.00,0.37,0.37,0.19,9.04,41.26,33.54,11.39
90.67,5.00,0.14,0.14,0.07,11.09,20.60,25.36,7.56
66.50,6.00,0.03,0.03,0.01,15.47,47.25,32.16,7.19
83.85,5.00,0.39,0.39,0.20,8.79,59.66,46.01,7.71
153.25,2.00,0.15,0.15,0.08,11.29,17.32,29.74,12.48
129.87,4.00,0.04,0.04,0.02,12.51,41.60,26.10,7.05
61.80,4.00,0.18,0.18,0.09,9.89,37.16,28.67,8.27
53.79,1.00,0.11,0.11,0.11,11.28,19.54,28.67,6.42
60.85,5.00,0.04,0.04,0.02,12.46,35.60,28.50,7.83
75.85,5.00,0.03,0.03,0.03,12.12,29.97,29.79,6.17
88.31,3.00,0.37,0.37,0.19,9.58,58.62,38.52,7.10
125.41,3.00,0.18,0.18,0.09,14.27,46.45,43.08,7.04
51.84,4.00,0.15,0.15,0.07,11.15,33.87,32.93,10.44
78.82,6.00,0.22,0.22,0.11,17.30,65.66,68.64,6.92
65.09,5.00,0.20,0.20,0.10,11.97,27.20,24.76,7.22
115.89,2.00,0.12,0.12,0.06,12.03,28.59,21.61,9.61
114.54,3.00,0.19,0.19,0.10,12.68,23.93,24.50,12.36
105.01,1.00,0.19,0.19,0.10,9.62,19.04,31.92,9.80
86.51,4.00,0.21,0.21,0.11,11.60,26.84,20.88,7.71
87.68,6.00,0.03,0.03,0.01,14.75,38.03,28.59,7.11
90.82,1.00,0.08,0.08,0.04,8.62,32.93,38.94,11.54
69.37,2.00,0.08,0.08,0.04,9.04,27.14,42.03,8.55
75.45,3.00,0.12,0.12,0.12,13.65,12.16,22.44,9.05
54.55,4.00,0.31,0.31,0.31,8.55,61.54,52.77,5.87
62.29,1.00,0.04,0.04,0.04,10.68,15.96,31.64,7.61
61.68,4.00,0.15,0.15,0.15,11.99,20.46,24.68,5.93
172.66,4.00,0.30,0.30,0.15,9.86,33.38,30.03,8.26
77.14,3.00,0.08,0.08,0.04,15.80,14.71,26.01,8.85
77.75,1.00,0.14,0.14,0.07,16.35,24.71,34.32,8.08
50.87,5.00,0.06,0.06,0.06,9.38,46.67,85.76,7.35
49.36,3.00,0.15,0.15,0.15,9.45,31.44,23.76,6.02
98.84,4.00,0.12,0.12,0.12,13.51,21.62,34.22,8.87
77.37,3.00,0.02,0.02,0.01,16.47,14.11,19.50,8.75
137.93,1.00,0.06,0.06,0.06,14.39,18.13,23.93,5.95
63.83,1.00,0.06,0.06,0.03,15.43,21.77,39.48,9.92
75.93,5.00,0.07,0.07,0.04,12.82,18.01,14.47,10.64
189.63,1.00,0.22,0.22,0.11,16.20,17.21,33.61,10.13
60.88,4.00,0.04,0.04,0.02,16.79,23.95,40.39,7.66
50.87,4.00,0.21,0.21,0.11,13.22,37.07,52.41,7.25
82.47,2.00,0.03,0.03,0.03,12.38,45.35,34.46,5.90
87.87,6.00,0.03,0.03,0.03,12.51,33.90,28.40,6.80
58.03,3.00,0.35,0.35,0.17,9.34,26.18,27.82,7.63
76.27,2.00,0.15,0.15,0.07,9.13,13.61,17.22,7.90
86.51,2.00,0.02,0.02,0.02,14.74,17.24,22.14,6.02
52.56,3.00,0.23,0.23,0.11,16.02,36.85,29.99,6.98
86.22,2.00,0.04,0.04,0.02,12.17,29.13,35.33,7.07
81.07,2.00,0.07,0.07,0.07,13.21,17.76,60.94,8.09
76.27,2.00,0.19,0.19,0.10,9.62,17.87,29.09,11.85
65.12,3.00,0.10,0.10,0.05,11.20,32.92,17.59,7.04
93.27,1.00,0.07,0.07,0.03,9.45,31.21,30.80,8.07
127.95,1.00,0.03,0.03,0.01,15.47,14.86,23.17,9.72
51.37,6.00,0.19,0.19,0.09,9.97,57.62,46.36,7.06
51.21,3.00,0.12,0.12,0.06,12.38,45.19,27.84,7.76
150.16,2.00,0.05,0.05,0.02,11.11,45.53,29.42,7.23
62.29,5.00,0.12,0.12,0.06,12.17,51.00,42.84,7.05
52.14,4.00,0.05,0.05,0.05,9.88,30.40,36.13,6.00
92.42,2.00,0.05,0.05,0.02,11.81,33.42,33.18,7.16
139.23,1.00,0.08,0.08,0.04,8.55,59.92,42.23,7.10
86.05,1.00,0.29,0.29,0.29,9.23,22.38,35.21,7.12
81.07,6.00,0.15,0.15,0.15,9.66,47.09,47.92,5.92
98.89,4.00,0.06,0.06,0.06,8.74,15.21,36.13,6.83
41.98,5.00,0.07,0.07,0.04,9.77,58.87,54.74,7.24
62.50,2.00,0.06,0.06,0.06,8.61,28.77,35.52,5.96
72.61,1.00,0.03,0.03,0.02,14.94,24.56,21.62,7.74
55.07,5.00,0.24,0.24,0.12,11.81,53.97,44.82,7.13
61.67,5.00,0.05,0.05,0.02,11.02,26.71,33.14,7.15
61.49,3.00,0.07,0.07,0.03,9.47,23.89,31.42,10.01
44.29,6.00,0.10,0.10,0.10,11.60,29.61,46.42,8.77
55.30,4.00,0.04,0.04,0.04,10.83,16.05,28.84,9.07
59.46,2.00,0.04,0.04,0.04,11.00,13.86,32.54,9.52
64.33,5.00,0.16,0.16,0.08,11.02,55.12,41.69,7.05
83.58,5.00,0.07,0.07,0.04,9.77,50.63,47.18,7.16
95.06,4.00,0.10,0.10,0.10,16.08,23.47,59.60,8.67
140.64,2.00,0.08,0.08,0.04,16.60,20.29,24.34,8.89
78.03,6.00,0.06,0.06,0.03,14.52,58.07,60.85,6.84
64.46,5.00,0.12,0.12,0.12,13.44,35.23,30.83,5.90
92.99,5.00,0.06,0.06,0.03,9.87,40.41,33.20,11.85
79.34,3.00,0.10,0.10,0.10,11.61,11.49,26.42,9.65
59.98,6.00,0.17,0.17,0.17,8.72,35.00,40.43,7.65
51.37,4.00,0.04,0.04,0.02,13.96,40.82,29.92,7.07
42.42,4.00,0.03,0.03,0.03,12.51,15.10,27.10,6.13
71.21,2.00,0.10,0.10,0.05,13.33,32.04,18.28,9.47
62.50,1.00,0.05,0.05,0.03,11.07,29.42,33.28,7.16
60.70,4.00,0.08,0.08,0.04,8.48,32.12,35.13,8.06
152.94,2.00,0.17,0.17,0.17,11.19,11.11,27.23,10.05
43.04,4.00,0.25,0.25,0.12,8.62,40.90,38.98,7.29
53.25,1.00,0.23,0.23,0.12,11.86,23.02,29.79,10.40
52.46,4.00,0.05,0.05,0.05,9.63,16.64,34.14,6.07
65.80,5.00,0.11,0.11,0.11,9.13,43.99,57.81,5.91
65.45,5.00,0.14,0.14,0.07,15.84,39.87,31.68,7.35
71.14,2.00,0.05,0.05,0.03,10.73,41.10,22.38,7.47
77.62,2.00,0.04,0.04,0.04,16.04,25.17,48.01,8.47
65.71,5.00,0.08,0.08,0.04,8.72,42.32,46.60,7.17
52.15,3.00,0.16,0.16,0.08,10.70,18.98,26.01,7.06
61.38,1.00,0.04,0.04,0.02,12.21,11.73,30.90,12.90
51.21,1.00,0.04,0.04,0.04,11.55,10.88,29.92,9.02
49.80,3.00,0.31,0.31,0.16,10.26,19.14,34.60,12.49
83.57,5.00,0.30,0.30,0.15,10.48,42.27,39.05,7.20
57.85,3.00,0.02,0.02,0.02,14.74,18.39,22.05,6.01
126.80,4.00,0.05,0.05,0.05,9.41,27.39,27.63,7.27
75.66,4.00,0.07,0.07,0.07,14.09,21.79,19.21,6.83
62.83,3.00,0.07,0.07,0.04,8.89,20.64,32.44,7.41
56.16,4.00,0.05,0.05,0.02,11.04,38.38,28.57,6.93
55.49,2.00,0.31,0.31,0.16,9.71,16.58,28.57,11.23
55.01,4.00,0.04,0.04,0.02,11.44,39.71,39.77,7.14
50.95,1.00,0.04,0.04,0.02,12.99,21.69,26.13,7.71
71.05,5.00,0.05,0.05,0.03,15.44,53.12,66.01,6.91
107.48,5.00,0.02,0.02,0.02,15.32,24.62,23.71,5.83
64.73,3.00,0.13,0.13,0.13,10.41,20.06,30.77,8.31
61.98,6.00,0.23,0.23,0.23,9.91,36.49,62.66,8.78
55.49,4.00,0.39,0.39,0.20,8.60,64.68,64.64,7.00
157.96,2.00,0.08,0.08,0.04,8.65,17.70,43.83,10.89
124.52,1.00,0.05,0.05,0.02,11.07,39.00,28.85,6.99
56.47,4.00,0.05,0.05,0.02,11.26,35.09,28.66,11.38
84.08,6.00,0.09,0.09,0.04,11.77,48.38,38.31,7.32
99.08,2.00,0.35,0.35,0.17,10.38,55.45,34.59,7.03
150.70,1.00,0.14,0.14,0.07,11.62,23.91,21.30,12.53
161.81,2.00,0.23,0.23,0.23,10.26,14.90,31.15,9.79
65.09,1.00,0.04,0.04,0.02,11.81,23.43,22.37,8.36
63.83,4.00,0.23,0.23,0.11,9.00,44.66,32.99,10.28
83.58,2.00,0.27,0.27,0.27,10.00,21.86,34.08,9.58
63.44,3.00,0.07,0.07,0.07,12.74,46.46,57.70,5.87
72.78,1.00,0.23,0.23,0.12,16.03,40.95,43.01,7.23
60.85,3.00,0.20,0.20,0.10,9.47,22.36,32.24,12.56
86.60,2.00,0.07,0.07,0.03,9.54,19.04,31.67,12.38
64.70,3.00,0.27,0.27,0.14,10.54,65.00,42.31,7.02
61.05,4.00,0.29,0.29,0.14,10.68,27.37,30.79,7.74
59.77,3.00,0.41,0.41,0.21,8.62,44.20,44.22,8.27
105.01,2.00,0.38,0.38,0.19,8.82,20.06,27.29,11.96
52.85,1.00,0.33,0.33,0.16,9.59,45.94,24.88,7.63
72.97,4.00,0.20,0.20,0.10,12.17,22.35,26.17,9.80
59.98,5.00,0.28,0.28,0.14,16.91,64.24,49.27,6.89
56.24,4.00,0.19,0.19,0.19,11.95,54.85,46.57,5.87
98.89,4.00,0.39,0.39,0.20,8.61,41.81,35.25,8.89
82.36,5.00,0.08,0.08,0.04,8.53,27.52,34.05,6.93
55.49,4.00,0.09,0.09,0.04,11.44,19.23,11.12,9.89
106.55,1.00,0.39,0.39,0.19,8.72,36.24,28.37,8.11
51.37,3.00,0.05,0.05,0.05,9.02,40.26,45.90,6.69
45.70,1.00,0.05,0.05,0.05,9.79,13.59,25.53,7.65
77.69,5.00,0.17,0.17,0.17,9.34,35.56,44.54,9.13
126.80,1.00,0.06,0.06,0.03,9.88,43.41,32.46,7.05
64.73,5.00,0.11,0.11,0.11,13.79,33.31,19.15,5.87
93.08,6.00,0.07,0.07,0.03,9.59,56.84,47.84,7.10
80.72,1.00,0.03,0.03,0.03,16.46,12.61,36.53,9.72
79.85,2.00,0.16,0.16,0.08,14.01,23.85,23.35,9.18
70.67,2.00,0.25,0.25,0.12,11.15,33.57,39.91,7.02
112.07,2.00,0.24,0.24,0.12,15.68,45.23,39.54,7.08
75.93,2.00,0.03,0.03,0.01,14.64,33.36,20.70,6.98
150.88,1.00,0.24,0.24,0.12,15.67,46.83,38.08,7.02
54.76,4.00,0.05,0.05,0.02,16.93,42.09,47.32,7.19
52.56,4.00,0.10,0.10,0.10,14.98,18.72,23.68,9.22
63.62,5.00,0.14,0.14,0.14,12.62,18.63,26.17,5.95
94.93,2.00,0.16,0.16,0.16,11.83,18.48,20.99,8.78
76.53,1.00,0.16,0.16,0.16,9.77,12.26,36.72,8.17
58.65,1.00,0.05,0.05,0.05,9.00,13.45,33.11,9.80
86.13,6.00,0.18,0.18,0.18,10.96,38.69,40.13,6.29
88.02,5.00,0.11,0.11,0.06,12.99,35.96,36.29,7.60
53.25,1.00,0.06,0.06,0.03,9.88,22.72,37.95,12.13
63.06,6.00,0.19,0.19,0.09,9.81,49.45,36.12,7.02
79.60,5.00,0.29,0.29,0.29,8.75,39.22,34.93,5.88
51.73,2.00,0.04,0.04,0.04,10.68,16.95,28.01,9.71
123.70,5.00,0.05,0.05,0.05,9.34,55.00,41.60,5.80
77.03,3.00,0.22,0.22,0.11,11.68,18.86,26.60,8.91
81.28,6.00,0.17,0.17,0.17,12.09,53.27,40.28,5.87
152.41,6.00,0.09,0.09,0.05,14.44,43.31,31.03,11.43
63.38,4.00,0.06,0.06,0.03,9.87,50.06,57.01,6.96
113.63,3.00,0.11,0.11,0.11,11.20,29.03,21.82,7.41
53.25,1.00,0.36,0.36,0.18,9.06,21.89,34.78,10.22
61.67,3.00,0.07,0.07,0.04,9.17,44.70,33.58,7.02
72.77,1.00,0.05,0.05,0.05,9.98,23.93,31.66,6.72
67.02,3.00,0.03,0.03,0.03,12.49,21.18,15.75,6.70
145.16,5.00,0.20,0.20,0.10,9.94,43.23,39.97,8.85
101.39,1.00,0.05,0.05,0.03,10.75,32.86,33.83,7.17
72.78,2.00,0.17,0.17,0.08,10.33,20.28,26.82,7.52
108.68,2.00,0.05,0.05,0.03,10.36,18.73,35.24,9.31
106.65,4.00,0.12,0.12,0.06,15.41,28.76,23.22,7.16
53.03,5.00,0.09,0.09,0.05,14.33,40.88,32.19,7.40
115.89,2.00,0.12,0.12,0.06,11.86,37.30,35.90,7.21
51.13,1.00,0.06,0.06,0.03,10.26,16.65,28.93,8.25
60.20,3.00,0.03,0.03,0.03,11.44,13.68,27.01,6.57
102.66,2.00,0.04,0.04,0.02,17.85,47.95,32.40,6.96
64.70,4.00,0.36,0.36,0.18,8.98,33.57,35.66,11.37
56.88,3.00,0.28,0.28,0.14,10.83,32.26,26.46,7.24
50.58,5.00,0.15,0.15,0.07,10.98,41.45,40.37,7.09
77.88,3.00,0.07,0.07,0.04,9.00,23.26,32.35,7.51
50.95,3.00,0.04,0.04,0.04,16.03,19.03,38.29,6.19
115.89,2.00,0.08,0.08,0.04,16.02,38.07,59.57,7.50
107.48,1.00,0.06,0.06,0.06,9.05,25.02,24.85,7.15
73.97,4.00,0.36,0.36,0.18,9.45,50.18,36.17,7.01
107.90,4.00,0.16,0.16,0.16,9.82,46.13,44.26,5.80
69.73,3.00,0.03,0.03,0.01,14.53,23.08,25.53,7.11
97.85,6.00,0.34,0.34,0.17,9.30,58.54,47.83,7.08
119.19,2.00,0.03,0.03,0.01,16.60,18.55,27.19,7.79
149.82,4.00,0.21,0.21,0.11,9.03,51.25,37.27,7.14
124.84,2.00,0.17,0.17,0.09,12.93,42.59,25.80,7.04
53.25,1.00,0.07,0.07,0.03,9.45,16.54,32.19,7.60
106.65,1.00,0.27,0.27,0.13,10.45,25.16,24.95,7.76
54.80,4.00,0.19,0.19,0.09,12.79,29.64,34.73,7.15
73.23,4.00,0.11,0.11,0.06,12.50,46.03,36.23,7.03
93.08,2.00,0.06,0.06,0.06,8.75,32.11,34.62,5.89
137.93,5.00,0.04,0.04,0.02,12.12,49.51,49.12,7.11
74.55,3.00,0.21,0.21,0.10,9.34,30.37,33.27,7.46
83.70,3.00,0.12,0.12,0.06,12.12,18.69,29.37,9.91
79.60,2.00,0.06,0.06,0.03,9.88,24.90,30.09,9.17
71.14,5.00,0.08,0.08,0.04,14.98,38.78,31.24,7.74
52.00,4.00,0.07,0.07,0.07,11.62,11.97,14.53,7.75
57.57,5.00,0.07,0.07,0.07,14.15,29.74,17.29,5.88
131.35,5.00,0.05,0.05,0.05,10.43,32.70,26.89,5.90
48.49,2.00,0.08,0.08,0.04,8.70,18.16,32.14,8.36
66.40,5.00,0.02,0.02,0.01,16.05,31.47,25.32,7.38
56.16,5.00,0.10,0.10,0.05,14.94,26.29,21.59,7.16
103.32,1.00,0.23,0.23,0.11,8.84,26.02,37.40,8.05
69.71,2.00,0.13,0.13,0.06,16.94,26.17,34.88,7.42
48.63,5.00,0.10,0.10,0.05,13.44,36.53,27.19,10.56
58.89,1.00,0.06,0.06,0.03,10.43,18.41,35.99,12.71
63.62,1.00,0.07,0.07,0.04,12.66,16.48,17.04,7.49
104.09,4.00,0.04,0.04,0.04,15.16,45.08,36.93,5.85
72.24,4.00,0.29,0.29,0.14,10.06,31.15,31.06,7.19
51.85,1.00,0.21,0.21,0.11,11.77,50.10,32.50,7.17
56.01,5.00,0.25,0.25,0.12,10.86,51.80,44.91,7.56
89.92,1.00,0.30,0.30,0.30,8.53,18.73,29.84,8.97
92.49,2.00,0.04,0.04,0.02,11.62,38.84,22.84,8.01
125.41,1.00,0.05,0.05,0.03,10.82,15.77,29.56,12.29
98.89,2.00,0.04,0.04,0.02,17.12,40.81,39.64,9.89
86.13,5.00,0.05,0.05,0.02,11.20,46.54,40.46,6.87
59.46,6.00,0.04,0.04,0.02,11.44,58.08,51.25,7.05
75.85,2.00,0.06,0.06,0.06,9.11,27.60,39.95,6.45
143.42,2.00,0.18,0.18,0.18,8.69,38.97,34.68,5.82
51.63,5.00,0.09,0.09,0.09,10.18,40.57,44.39,5.89
104.80,1.00,0.07,0.07,0.04,9.17,19.10,40.52,11.10
150.28,5.00,0.03,0.03,0.02,13.64,45.07,37.61,7.23
103.41,5.00,0.16,0.16,0.16,17.85,55.97,49.09,5.79
117.71,6.00,0.11,0.11,0.05,12.82,54.33,41.63,7.04
125.41,6.00,0.21,0.21,0.10,12.88,69.71,74.53,6.83
72.21,1.00,0.33,0.33,0.16,9.54,64.49,32.41,6.99
81.26,3.00,0.07,0.07,0.04,9.58,31.97,33.34,7.25
97.98,2.00,0.05,0.05,0.02,11.36,29.40,25.55,7.12
81.13,2.00,0.04,0.04,0.04,14.09,24.13,19.51,5.97
79.08,1.00,0.03,0.03,0.03,12.51,40.26,26.34,5.83
79.75,6.00,0.10,0.10,0.05,11.39,43.99,41.45,7.12
127.95,5.00,0.05,0.05,0.05,9.47,44.61,38.51,5.92
56.57,3.00,0.44,0.44,0.22,11.83,32.76,49.38,7.26
82.23,2.00,0.04,0.04,0.04,15.31,30.01,30.48,5.91
92.85,4.00,0.14,0.14,0.14,12.33,11.84,24.88,9.39
70.22,5.00,0.08,0.08,0.04,16.02,76.71,73.23,6.85
53.40,1.00,0.04,0.04,0.02,12.46,17.13,29.56,11.66
77.69,2.00,0.22,0.22,0.11,16.20,31.61,32.26,7.26
61.05,1.00,0.15,0.15,0.07,11.10,16.68,29.16,11.25
52.60,2.00,0.33,0.33,0.17,9.39,38.60,34.75,7.52
116.56,2.00,0.08,0.08,0.04,8.80,31.68,36.49,10.53
86.27,4.00,0.07,0.07,0.03,13.01,51.96,78.00,6.90
148.69,5.00,0.10,0.10,0.05,11.48,53.93,75.18,7.95
49.84,3.00,0.08,0.08,0.04,8.70,37.08,44.89,7.21
144.56,1.00,0.08,0.08,0.04,8.74,18.75,37.22,11.21
54.55,1.00,0.06,0.06,0.03,9.88,18.30,35.49,10.66
72.02,5.00,0.03,0.03,0.03,16.30,34.13,40.22,7.68
150.50,5.00,0.04,0.04,0.02,11.74,49.69,40.98,7.06
158.24,1.00,0.08,0.08,0.04,9.04,23.47,38.45,10.03
49.81,4.00,0.18,0.18,0.09,9.92,33.15,27.10,7.86
51.84,1.00,0.02,0.02,0.02,16.53,34.59,14.07,5.91
105.61,2.00,0.12,0.12,0.06,15.86,22.32,21.31,8.55
110.90,3.00,0.04,0.04,0.04,10.45,13.34,29.37,8.62
122.82,2.00,0.05,0.05,0.02,15.63,33.13,39.70,8.52
81.28,6.00,0.07,0.07,0.07,13.21,53.84,99.75,5.77
75.76,2.00,0.02,0.02,0.02,14.75,17.45,14.57,7.68
86.05,2.00,0.05,0.05,0.05,9.55,11.78,33.75,9.28
95.77,4.00,0.05,0.05,0.02,11.28,30.67,43.57,7.08
86.22,1.00,0.02,0.02,0.02,13.44,9.89,23.63,9.37
63.46,1.00,0.13,0.13,0.13,10.14,31.87,28.65,6.00
81.07,3.00,0.03,0.03,0.02,14.94,17.67,31.70,11.49
86.57,5.00,0.04,0.04,0.02,11.99,38.11,36.59,7.38
52.44,1.00,0.31,0.31,0.15,9.90,27.79,27.37,7.42
90.82,5.00,0.09,0.09,0.05,11.28,41.01,50.08,7.07
77.37,1.00,0.02,0.02,0.02,15.60,35.23,14.22,5.91
127.95,1.00,0.23,0.23,0.11,11.26,35.49,22.04,7.08
62.52,4.00,0.20,0.20,0.20,10.51,15.97,26.50,8.34
61.80,3.00,0.04,0.04,0.02,11.95,35.79,30.94,7.03
80.01,5.00,0.07,0.07,0.04,10.00,47.91,47.34,7.18
67.17,3.00,0.16,0.16,0.16,16.57,37.58,30.03,5.85
63.62,1.00,0.23,0.23,0.11,15.98,30.32,37.20,12.06
83.49,6.00,0.13,0.13,0.13,9.84,31.98,37.47,7.55
79.08,5.00,0.05,0.05,0.03,10.50,46.74,35.17,11.70
164.82,4.00,0.09,0.09,0.09,15.31,26.32,20.12,5.89
53.80,4.00,0.08,0.08,0.04,9.23,30.75,40.54,7.54
153.77,2.00,0.08,0.08,0.04,8.53,33.07,41.60,7.30
51.74,6.00,0.07,0.07,0.03,9.63,58.34,59.61,7.06
124.84,5.00,0.06,0.06,0.03,10.00,64.33,44.17,7.15
72.89,1.00,0.08,0.08,0.04,12.21,12.18,12.00,9.47
130.62,2.00,0.23,0.23,0.12,8.65,25.98,37.92,7.66
108.68,3.00,0.23,0.23,0.23,9.84,26.76,30.39,6.10
57.88,2.00,0.06,0.06,0.06,8.89,17.44,34.74,6.57
75.31,5.00,0.23,0.23,0.11,9.04,62.25,46.43,7.07
117.71,6.00,0.03,0.03,0.01,16.60,33.39,33.79,6.96
124.52,1.00,0.10,0.10,0.05,13.51,33.33,15.68,10.31
122.82,3.00,0.23,0.23,0.23,14.03,35.57,63.57,7.89
88.31,5.00,0.08,0.08,0.04,14.74,28.38,18.37,7.12
77.43,1.00,0.15,0.15,0.15,9.75,55.57,33.59,5.90
79.34,3.00,0.03,0.03,0.03,11.93,22.97,25.03,8.32
95.77,2.00,0.12,0.12,0.12,11.07,25.20,21.24,6.08
48.40,1.00,0.13,0.13,0.07,16.88,26.31,37.74,8.93
60.85,4.00,0.46,0.46,0.23,11.48,60.54,59.67,6.84
64.80,3.00,0.05,0.05,0.05,13.97,14.41,41.70,9.08
40.55,2.00,0.08,0.08,0.04,8.41,33.32,33.85,7.18
114.54,3.00,0.05,0.05,0.05,14.21,35.49,66.39,7.18
70.67,4.00,0.02,0.02,0.02,14.64,26.41,24.24,5.86
106.55,5.00,0.03,0.03,0.03,16.29,28.44,56.94,7.86
77.00,3.00,0.04,0.04,0.02,13.22,35.08,25.11,7.14
75.03,4.00,0.14,0.14,0.07,11.13,15.92,24.64,8.20
98.84,1.00,0.10,0.10,0.10,11.93,21.88,25.41,8.79
78.86,6.00,0.21,0.21,0.21,10.48,43.61,37.10,5.82
126.80,4.00,0.06,0.06,0.06,9.04,29.17,38.82,8.20
84.35,2.00,0.05,0.05,0.03,11.06,16.74,33.93,12.83
72.65,3.00,0.14,0.14,0.14,9.79,31.88,29.64,5.91
97.98,2.00,0.12,0.12,0.06,15.86,23.19,18.35,9.76
144.56,1.00,0.08,0.08,0.08,16.47,24.53,11.08,6.73
148.69,1.00,0.10,0.10,0.10,11.44,50.91,25.62,5.87
114.54,6.00,0.05,0.05,0.02,11.09,54.00,53.15,7.01
75.76,5.00,0.24,0.24,0.12,8.53,79.30,63.51,7.07
80.59,5.00,0.38,0.38,0.19,8.73,58.87,50.60,6.99
54.01,5.00,0.29,0.29,0.14,10.11,28.33,28.64,9.51
91.47,2.00,0.14,0.14,0.14,12.51,12.13,24.41,9.39
72.77,1.00,0.04,0.04,0.02,11.50,16.37,27.18,8.93
108.65,5.00,0.21,0.21,0.21,10.20,38.69,38.17,5.87
52.60,5.00,0.04,0.04,0.04,15.77,29.06,59.10,8.15
70.28,3.00,0.04,0.04,0.02,12.85,27.01,28.68,7.15
79.60,3.00,0.26,0.26,0.26,9.23,19.41,30.29,6.14
108.97,2.00,0.05,0.05,0.02,11.40,24.70,28.94,11.01
83.58,1.00,0.05,0.05,0.03,10.71,23.57,23.07,12.70
71.42,5.00,0.14,0.14,0.14,11.31,28.06,77.75,5.92
65.27,5.00,0.07,0.07,0.03,13.67,34.23,37.01,7.23
48.74,1.00,0.09,0.09,0.04,11.83,17.75,20.27,9.12
133.26,5.00,0.32,0.32,0.16,14.13,49.63,49.84,6.87
90.82,6.00,0.12,0.12,0.12,10.67,42.70,46.66,6.00
105.01,1.00,0.17,0.17,0.08,16.91,71.49,54.28,6.83
62.66,6.00,0.05,0.05,0.05,9.63,38.96,67.08,8.39
60.00,4.00,0.07,0.07,0.04,9.58,38.74,35.67,7.20
84.08,5.00,0.03,0.03,0.01,14.64,44.01,34.08,7.15
112.06,4.00,0.05,0.05,0.03,10.82,39.38,28.47,7.30
50.40,4.00,0.08,0.08,0.04,8.60,35.33,50.49,7.19
86.27,3.00,0.24,0.24,0.12,10.94,42.94,36.31,7.03
122.82,5.00,0.04,0.04,0.02,11.77,43.52,41.90,7.06
54.55,3.00,0.28,0.28,0.14,10.66,19.89,30.75,11.99
48.49,2.00,0.06,0.06,0.03,9.55,27.10,36.93,8.44
77.37,5.00,0.06,0.06,0.06,8.84,29.35,35.38,5.89
104.09,1.00,0.11,0.11,0.11,10.77,18.16,26.89,6.03
67.40,4.00,0.07,0.07,0.03,9.75,42.09,43.71,7.15
92.25,4.00,0.04,0.04,0.04,11.62,27.27,21.64,6.13
71.73,5.00,0.04,0.04,0.02,12.46,20.15,24.65,10.15
42.31,2.00,0.36,0.36,0.36,11.18,35.32,45.66,6.72
70.22,5.00,0.05,0.05,0.02,10.96,34.63,35.85,7.09
48.68,2.00,0.03,0.03,0.03,11.62,24.00,29.80,7.98
93.10,6.00,0.07,0.07,0.04,8.89,45.74,47.03,7.55
